CLASS,SUBCLASS,SUBSUBCLASS,TEXT_NAME,TEXT_TYPE,PERIOD,DIALECT,EFFECT,FOCALIZED,WEIGHT_BEFORE,WEIGHT_AFTER,DISRUPTION
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,9_medium,7_medium,yes
sc,sc1,causal,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,none,19_heavy,7_medium,no
sc,sc2,conditional,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,12_heavy,3_light,no
mc,mc1,imperative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,np,7_medium,0_light,no
mc,mc1,declarative,doctrina_christiana_i,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,12_heavy,14_heavy,no
mc,mc1,declarative,doctrina_christiana_i,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,7_medium,0_light,yes
sc,sc1,complement,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,9_medium,0_light,no
mc,mc1,declarative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,np,9_medium,0_light,no
mc,mc1,declarative,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,negation,2_light,11_heavy,no
mc,mc1,interrogative,cantica_izpiritualac,very_close_to_literary_language,19th,navarrese-lapurdian,2_regular,negation,3_light,13_heavy,no
sc,sc1,conditional,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,3_light,15_heavy,no
sc,sc1,complement,baztan_edict,transition_to_oral_language,18th,high_navarrese,2_regular,none,5_light,21_heavy,no
sc,sc2,purpose,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,4_light,3_light,no
mc,mc2,interrogative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,np,3_light,6_medium,no
mc,mc2,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,np,14_heavy,4_light,no
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,np,13_heavy,8_medium,yes
mc,mc2,declarative,doctrina_christiana,close_to_literary_language,18th,central_basque,3_strong,np,7_medium,30_heavy,no
mc,mc1,imperative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,np,10_medium,0_light,no
sc,sc1,purpose,vingt-cinq_chansons,transition_to_literary_language,20th,navarrese-lapurdian,3_strong,none,5_light,0_light,no
mc,mc1,declarative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,np,26_heavy,7_medium,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,2_light,1_light,no
sc,sc1,causal,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,2_light,3_light,no
mc,mc1,declarative,euskal-egundi_chikiya,very_close_to_oral_language,20th,central_basque,2_regular,np,19_heavy,0_light,no
mc,mc2,declarative,othoitce_eta_cantica_espiritualac,transition_to_literary_language,19th,eastern_basque,2_regular,np,14_heavy,3_light,no
sc,sc1,complement,laphurdico_comitatearen,transition_to_oral_language,18th,navarrese-lapurdian,4_very_strong,none,28_heavy,0_light,no
sc,sc2,relative,doctrina_christiana_ii,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,0_light,4_light,no
mc,mc1,declarative,eusqueraren_berri_onac,transition_to_literary_language,18th,central_basque,4_very_strong,np,27_heavy,0_light,no
sc,sc2,complement,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,0_light,3_light,no
sc,sc2,manner,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,none,8_medium,4_light,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,15_heavy,5_light,yes
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,10_medium,9_medium,yes
sc,sc2,conditional,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,none,1_light,4_light,no
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,3_light,8_medium,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,6_medium,12_heavy,yes
mc,mc1,declarative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,np,7_medium,0_light,no
sc,sc1,complement,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,6_medium,0_light,no
sc,sc1,complement,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,13_heavy,0_light,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,18_heavy,0_light,yes
mc,mc2,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,22_heavy,11_heavy,no
mc,mc1,declarative,le_dauphin_letters,close_to_oral_language,18th,navarrese-lapurdian,2_regular,negation,7_medium,36_heavy,no
sc,sc1,complement,catechismea,very_close_to_literary_language,16th,navarrese-lapurdian,3_strong,none,7_medium,12_heavy,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,np,13_heavy,17_heavy,yes
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,np,20_heavy,6_medium,yes
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,8_medium,0_light,no
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,negation,3_light,0_light,no
sc,sc1,complement,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,5_light,16_heavy,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,np,5_light,4_light,no
sc,sc1,complement,le_dauphin_letters,close_to_oral_language,18th,navarrese-lapurdian,2_regular,none,4_light,0_light,no
mc,mc1,declarative,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,np,15_heavy,20_heavy,no
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,7_medium,14_heavy,yes
sc,sc1,relative,catichima_edo_fediaren,close_to_literary_language,18th,eastern_basque,3_strong,none,5_light,4_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,3_light,6_medium,no
mc,mc1,declarative,cancionero_vasco,transition_to_literary_language,19th,eastern_basque,3_strong,np,5_light,0_light,no
mc,mc2,imperative,refranes_y_sentencias,balanced,16th,western_basque,1_weak,np,4_light,5_light,no
mc,mc1,declarative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,negation,3_light,46_heavy,no
mc,mc1,declarative,doctrina_christiana,close_to_literary_language,18th,central_basque,3_strong,np,11_heavy,0_light,no
sc,sc2,conditional,etxeberri_sarakoa,close_to_oral_language,18th,navarrese-lapurdian,2_regular,none,11_heavy,4_light,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,18_heavy,0_light,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,np,4_light,0_light,no
sc,sc1,conditional,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,6_medium,12_heavy,yes
mc,mc1,declarative,bide-barrijak,very_close_to_literary_language,20th,western_basque,4_very_strong,negation,4_light,6_medium,no
mc,mc2,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,np,27_heavy,2_light,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,7_medium,3_light,yes
mc,mc1,imperative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,negation,8_medium,0_light,yes
sc,sc1,conditional,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,none,8_medium,3_light,no
mc,mc1,interrogative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,3_light,0_light,no
sc,sc1,complement,g._d’etxart-m._ros,close_to_oral_language,17th,eastern_basque,2_regular,none,14_heavy,12_heavy,no
mc,mc1,declarative,euscaldunen_eliz-cantac,transition_to_literary_language,20th,central_basque,3_strong,negation,4_light,11_heavy,yes
sc,sc1,conditional,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,none,5_light,18_heavy,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,9_medium,14_heavy,yes
sc,sc2,purpose,cancionero_vasco,transition_to_literary_language,19th,western_basque,3_strong,none,0_light,33_heavy,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,2_light,6_medium,no
mc,mc2,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,6_medium,3_light,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,9_medium,0_light,no
mc,mc1,declarative,bide-barrijak,very_close_to_literary_language,20th,western_basque,4_very_strong,np,4_light,0_light,no
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,negation,13_heavy,0_light,yes
mc,mc1,declarative,oihenart’s_atsotitzak,balanced,17th,eastern_basque,1_weak,np,9_medium,0_light,no
mc,mc2,declarative,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,np,4_light,9_medium,no
sc,sc1,complement,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,9_medium,0_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,5_light,0_light,yes
mc,mc2,declarative,eusqueraren_berri_onac,transition_to_literary_language,18th,central_basque,4_very_strong,np,17_heavy,2_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,4_light,7_medium,no
mc,mc2,interrogative,euskalzale,very_close_to_oral_language,19th,western_basque,2_regular,negation,0_light,5_light,no
mc,mc1,declarative,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,np,5_light,7_medium,no
mc,mc1,interrogative,ortzuri_opera,transition_to_literary_language,20th,central_basque,4_very_strong,negation,2_light,5_light,no
sc,sc2,relative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,3_light,4_light,no
mc,mc1,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,negation,4_light,4_light,no
mc,mc2,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,negation,0_light,18_heavy,no
mc,mc1,declarative,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,negation,3_light,13_heavy,no
mc,mc1,declarative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,np,14_heavy,0_light,no
mc,mc1,declarative,doctrina_christiana,close_to_literary_language,18th,central_basque,3_strong,np,11_heavy,7_medium,no
sc,sc2,relative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,4_light,4_light,no
mc,mc1,imperative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,np,10_medium,0_light,no
sc,sc1,complement,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,none,25_heavy,0_light,yes
mc,mc2,declarative,uscal-herrico_gaseta,very_close_to_oral_language,19th,eastern_basque,1_weak,np,17_heavy,3_light,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,np,7_medium,8_medium,no
sc,sc1,complement,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,5_light,0_light,yes
mc,mc1,declarative,uscal-herrico_gaseta,very_close_to_oral_language,19th,eastern_basque,1_weak,np,17_heavy,0_light,yes
sc,sc2,relative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,none,17_heavy,4_light,no
mc,mc1,declarative,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,np,15_heavy,0_light,yes
sc,sc2,relative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,none,0_light,4_light,no
sc,sc2,manner,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,none,4_light,4_light,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,5_light,0_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,8_medium,8_medium,no
mc,mc1,declarative,court_transcripts_7,transition_to_oral_language,16th,high_navarrese,1_weak,np,16_heavy,4_light,yes
mc,mc1,declarative,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,np,6_medium,8_medium,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,9_medium,2_light,yes
mc,mc1,declarative,doctrina_christiana_i,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,7_medium,0_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,5_light,0_light,no
mc,mc1,declarative,gamio__bidaondo,close_to_oral_language,19th,high_navarrese,2_regular,np,9_medium,7_medium,no
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,np,5_light,0_light,no
sc,sc1,conditional,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,none,5_light,18_heavy,no
sc,sc2,relative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,3_light,6_medium,no
mc,mc1,imperative,ortzuri_opera,transition_to_literary_language,20th,central_basque,4_very_strong,negation,4_light,0_light,yes
sc,sc2,causal,umientzako_ipuyak,transition_to_literary_language,20th,central_basque,4_very_strong,none,7_medium,6_medium,no
sc,sc1,conditional,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,12_heavy,0_light,no
mc,mc1,declarative,uscal-herrico_gaseta,very_close_to_oral_language,19th,eastern_basque,1_weak,np,7_medium,8_medium,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,2_light,0_light,no
sc,sc1,complement,donibane_lohizune,close_to_oral_language,18th,navarrese-lapurdian,2_regular,none,4_light,0_light,no
sc,sc1,causal,onsa_hilceco_bidia_i-iii,close_to_literary_language,17th,eastern_basque,3_strong,none,7_medium,0_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,13_heavy,0_light,yes
sc,sc1,causal,catechismea,very_close_to_literary_language,16th,navarrese-lapurdian,3_strong,none,2_light,22_heavy,no
sc,sc1,complement,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,none,9_medium,0_light,yes
sc,sc2,purpose,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,none,0_light,12_heavy,no
sc,sc2,complement,oihenart’s_atsotitzak,balanced,17th,eastern_basque,1_weak,none,13_heavy,4_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,7_medium,0_light,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,4_light,0_light,yes
sc,sc1,complement,g._d’etxart-m._ros,close_to_oral_language,17th,eastern_basque,2_regular,none,5_light,15_heavy,yes
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,np,7_medium,0_light,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,2_light,14_heavy,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,6_medium,0_light,yes
sc,sc2,complement,catechismea,very_close_to_literary_language,16th,navarrese-lapurdian,3_strong,none,8_medium,3_light,no
mc,mc1,declarative,cancionero_vasco,transition_to_literary_language,19th,navarrese-lapurdian,3_strong,np,5_light,7_medium,no
mc,mc2,imperative,refranes_y_sentencias,balanced,16th,western_basque,1_weak,negation,0_light,8_medium,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,7_medium,16_heavy,yes
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,14_heavy,0_light,yes
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,31_heavy,0_light,yes
sc,sc1,causal,oihenart’s_atsotitzak,balanced,17th,eastern_basque,1_weak,none,4_light,0_light,yes
sc,sc2,conditional,escualdun_laborarien_2,very_close_to_oral_language,19th,eastern_basque,1_weak,none,8_medium,7_medium,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,5_light,12_heavy,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,9_medium,4_light,yes
sc,sc1,conditional,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,0_light,9_medium,no
mc,mc1,declarative,g._d’etxart-m._ros,close_to_oral_language,17th,eastern_basque,2_regular,negation,2_light,19_heavy,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,5_light,6_medium,no
sc,sc1,complement,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,4_light,0_light,no
mc,mc2,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,0_light,10_medium,no
mc,mc1,declarative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,np,14_heavy,0_light,no
sc,sc1,complement,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,5_light,0_light,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,3_light,0_light,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,5_light,4_light,yes
sc,sc2,conditional,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,none,3_light,3_light,no
mc,mc1,declarative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,negation,8_medium,0_light,yes
mc,mc1,declarative,le_dauphin_letters,close_to_oral_language,18th,navarrese-lapurdian,2_regular,np,9_medium,3_light,yes
sc,sc1,purpose,othoitce_eta_cantica_espiritualac,transition_to_literary_language,19th,eastern_basque,2_regular,none,14_heavy,0_light,no
mc,mc1,declarative,rabelais’_fragment,transition_to_oral_language,16th,navarrese-lapurdian,2_regular,negation,4_light,11_heavy,yes
mc,mc1,declarative,doctrina_christiana_ii,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,7_medium,0_light,yes
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,negation,8_medium,0_light,no
sc,sc2,complement,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,none,5_light,5_light,no
sc,sc1,complement,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,none,24_heavy,7_medium,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,21_heavy,11_heavy,no
sc,sc2,manner,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,none,4_light,5_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,negation,4_light,0_light,no
mc,mc1,imperative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,np,5_light,9_medium,no
mc,mc2,imperative,catichima_edo_fediaren,close_to_literary_language,18th,eastern_basque,3_strong,np,3_light,3_light,no
sc,sc1,manner,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,10_medium,0_light,no
mc,mc1,declarative,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,12_heavy,0_light,yes
mc,mc1,declarative,le_dauphin_letters,close_to_oral_language,18th,navarrese-lapurdian,2_regular,np,10_medium,7_medium,no
sc,sc2,complement,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,2_light,4_light,no
sc,sc2,relative,refranes_y_sentencias,balanced,16th,western_basque,1_weak,none,3_light,3_light,no
sc,sc1,conditional,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,8_medium,0_light,yes
sc,sc1,causal,vingt-cinq_chansons,transition_to_literary_language,20th,navarrese-lapurdian,3_strong,none,5_light,8_medium,no
sc,sc1,complement,doctrina_christiana_i,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,8_medium,12_heavy,yes
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,8_medium,11_heavy,yes
sc,sc2,manner,doctrina_christiana,close_to_literary_language,18th,central_basque,3_strong,none,8_medium,4_light,no
sc,sc1,conditional,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,none,12_heavy,0_light,no
sc,sc1,complement,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,none,7_medium,0_light,yes
sc,sc1,complement,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,none,7_medium,0_light,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,4_light,0_light,no
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,3_light,2_light,no
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,7_medium,0_light,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,5_light,4_light,yes
mc,mc1,interrogative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,5_light,0_light,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,7_medium,0_light,yes
mc,mc1,declarative,aimée_de_montreal,close_to_oral_language,16th,navarrese-lapurdian,2_regular,np,9_medium,16_heavy,yes
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,34_heavy,0_light,no
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,negation,3_light,11_heavy,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,15_heavy,6_medium,yes
sc,sc2,relative,refranes_y_sentencias,balanced,16th,western_basque,1_weak,none,5_light,3_light,no
mc,mc1,declarative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,np,17_heavy,0_light,no
sc,sc1,causal,catechismea,very_close_to_literary_language,16th,navarrese-lapurdian,3_strong,none,15_heavy,19_heavy,yes
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,2_light,3_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,6_medium,0_light,yes
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,6_medium,7_medium,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,4_light,0_light,no
mc,mc2,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,3_light,9_medium,no
mc,mc1,declarative,euscaldunen_eliz-cantac,transition_to_literary_language,20th,central_basque,3_strong,np,10_medium,2_light,no
sc,sc2,conditional,g._d’etxart-m._ros,close_to_oral_language,17th,eastern_basque,2_regular,none,2_light,4_light,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,2_light,11_heavy,no
mc,mc1,declarative,kaniko_eta_belxitina,transition_to_literary_language,19th,eastern_basque,4_very_strong,negation,9_medium,6_medium,yes
mc,mc1,declarative,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,11_heavy,0_light,no
mc,mc1,declarative,françois-marie_gieure,close_to_oral_language,20th,navarrese-lapurdian,3_strong,np,9_medium,0_light,yes
mc,mc1,declarative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,negation,10_medium,0_light,yes
mc,mc1,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,negation,4_light,10_medium,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,6_medium,7_medium,yes
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,8_medium,16_heavy,yes
mc,mc2,declarative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,negation,0_light,28_heavy,no
sc,sc2,relative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,0_light,8_medium,no
mc,mc1,declarative,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,np,6_medium,0_light,no
sc,sc2,purpose,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,7_medium,5_light,no
sc,sc1,conditional,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,6_medium,14_heavy,no
sc,sc1,complement,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,none,4_light,4_light,no
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,4_light,0_light,no
mc,mc1,interrogative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,4_light,5_light,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,3_light,5_light,no
